Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
82975,1.313608083,0.073020236,0.182379834,-0.062640978,-0.516130755,-1.232111089,0.082875395,-0.279905628,0.185259502,-0.170318768,-0.250988773,0.155444298,0.018343356,0.301812405,1.038391082,0.132713706,-0.251553876,-0.478929091,0.073421031,-0.079978687,-0.029998175,-0.046488138,-0.031414717,0.475628033,0.385336913,1.07099565,-0.092438063,-0.001999196,1
49464,0.970526227,-0.675285286,1.153734261,0.35138903,-1.25598106,-0.075776372,-0.595406031,0.14107574,1.154010535,-0.541488151,-0.261828438,0.826028847,0.012133411,-0.506468912,-0.075119705,-0.501303276,0.539356052,-1.189158436,-0.045678322,0.069888265,-0.128769132,-0.276647982,0.06890084,0.481677285,-0.010263018,0.942242318,-0.033158124,0.030144606,98.92
126191,1.602185735,-0.918138653,-4.170202144,-0.520475848,2.971202323,2.748720858,0.776697208,0.353487027,-0.110887529,-0.032930063,-0.018879474,0.255434097,-0.380892594,1.162567554,0.32911149,-1.076876068,-0.173415476,-0.590683578,-0.117683733,0.348362581,0.453764835,0.802507443,-0.418074794,0.79443579,0.76469189,0.114517256,-0.108743743,-0.044921326,273.8
10433,-0.787145787,0.55503037,1.647471743,-1.257154895,0.235575966,-0.085487532,0.300332653,0.228212554,1.155832032,-0.963350658,1.940281515,-2.341622099,0.738193646,1.767308711,-0.553753421,0.613716595,0.014926466,0.199216255,-0.834145743,0.011510551,-0.160401701,-0.28686158,0.009175688,-0.349854826,-0.438370372,0.714520717,0.224893591,0.153510774,29.52
160930,1.585692836,-1.029592489,-1.540493713,0.125768962,0.006604406,0.060927627,0.153937181,-0.044163365,0.817158896,-0.162299358,0.443057799,1.140228923,-0.039765023,0.308942914,-0.838620219,-0.206609635,-0.452894798,-0.04361854,0.656039333,0.271196835,-0.000735514,-0.32588041,-0.003948108,0.316698654,-0.122789423,-0.137771346,-0.073641982,-0.023522435,233.78
134781,1.114988219,-2.60389586,-1.276554187,-0.142352007,-1.23667075,0.387542389,-0.306925008,0.0592969,-0.093542007,0.699577975,0.019047489,0.198579522,-0.727407642,0.213363027,-0.764569099,-0.982315298,-0.316604383,1.387611254,-0.217541258,0.413534159,-0.473464165,-2.021093919,0.101193359,0.282253786,-0.926353382,0.065207701,-0.130484665,0.038307291,521.78
34778,1.152685144,0.423145226,1.061640064,2.515742279,-0.516524017,-0.307383211,-0.225329417,-0.004867211,-0.440221965,0.672985994,-0.61974849,-0.175485789,0.046822524,0.08549706,0.772523103,0.938615345,-0.756446623,0.110660196,-1.219881925,-0.132039746,0.143234862,0.387253696,-0.062847033,0.377608904,0.431418027,0.097376915,0.011346348,0.030553884,10.62
150420,-0.108814223,0.880103619,-0.563094881,-0.713856062,1.16418463,-0.298969019,0.825302502,0.052587416,-0.185272857,-0.555933275,0.774869325,0.392068937,-0.212037417,-0.833612491,-0.834022027,0.557993738,0.065773303,0.306024249,0.113318489,-0.011816879,-0.296959981,-0.757662167,0.175390037,0.179778233,-0.416920537,0.11049945,0.102067038,0.054471843,7.99
36365,-0.920783371,-0.335860566,2.791153715,-1.938902616,-0.631521471,-0.001546462,-0.340322103,0.0859327,-0.96161207,0.330763331,1.100391983,0.037036491,1.141079954,-1.009092941,0.006158507,2.014310637,-0.794753847,-0.061949435,-0.018287997,0.570949173,0.473286115,1.377450079,-0.320635505,0.05834146,0.441240436,-0.138888432,0.130086499,-0.090689078,54.95
25631,-0.626474339,0.852542527,1.55848529,1.438379461,0.134991408,-0.459512127,0.518843718,-0.088831231,-1.08921004,0.273496429,1.556346331,0.743081776,0.333116892,0.508700101,0.919350241,-0.574284129,-0.000514692,0.60123546,1.662802582,0.117526777,0.198448973,0.618424082,-0.256210248,0.58480302,-0.065999771,-0.155951179,0.066699459,0.105315955,38.54
73098,-0.317177064,1.481331126,1.473956628,2.363133518,0.720701145,0.844013913,0.5111818,0.202201841,-1.749696976,0.992690914,0.315345116,0.295438558,1.05288286,0.233626553,0.579676231,0.517635096,-0.741598491,0.673889703,1.574607081,0.372545527,-0.210090084,-0.515057095,-0.162493184,-0.859486726,-0.259565392,0.012105689,0.379964567,0.182514542,4.87
113126,1.688272135,-1.782414315,-0.810458154,-0.754815047,-1.208453801,-0.185803553,-0.818739853,-0.082303339,0.073898508,0.63476638,-0.795305601,-0.512589268,0.535235251,-0.465263525,0.690261736,1.40840398,-0.036489456,-0.934687656,0.184560225,0.524037536,0.542458754,1.02646064,-0.059812788,0.656704327,-0.268180895,-0.11638216,-0.03196111,0.00453281,261.63
160198,2.090724294,0.077163813,-2.074149771,0.073928505,0.96174549,0.063175519,0.047337128,-0.003892147,0.295934359,-0.216221882,0.346720817,0.550306203,0.145710702,-0.699688985,-0.380358178,0.726325317,-0.060956381,0.402625611,0.622905316,-0.122229303,-0.368927361,-0.979641555,0.219275848,-0.50409633,-0.178045556,0.217332748,-0.06435898,-0.050802743,0.89
1593,-4.285376014,-2.890813137,0.435886926,0.281825836,5.188960828,2.307280287,-4.431563067,-2.548052312,-0.618166258,1.928279746,-0.23587582,-0.138601701,0.532842745,-0.118672865,2.052302595,-1.017156109,-0.340197474,1.956951262,0.45688259,-3.179916353,1.951239352,-1.564689365,-1.910744327,1.191020981,0.172366468,0.001105728,1.485331709,-0.649897808,68
143488,1.961903795,-0.38379508,-1.125088194,-0.070743418,0.016800225,-0.181434551,-0.243331595,0.09561133,0.499265319,0.26235754,0.639534337,0.143270697,-1.27447395,0.784816272,0.42570625,0.777016199,-0.849900639,-0.063906102,0.392287349,-0.165794426,-0.426115232,-1.460052696,0.520042383,0.202257647,-0.757722444,-0.003231258,-0.089867118,-0.05220612,41.07
71888,-0.324267292,0.330149721,2.080773169,-0.400627485,-0.614356336,-0.016799621,-0.040536199,0.200911448,0.571476177,-0.763539054,-1.403861053,-0.460329143,-0.682616944,-0.430981298,0.157836588,0.277705157,-0.213386908,0.045466633,0.518277611,-0.023060429,-0.07451125,-0.112091243,-0.121696332,-0.070833078,-0.304165746,0.950490935,0.01142662,0.05100646,16.95
97482,1.919242668,-0.531039837,0.315854985,0.490125169,-1.104218004,-0.219810512,-1.133561569,0.132474905,2.53873394,-0.194763611,1.701151849,-1.914517806,0.842218064,1.489665429,-0.580576431,0.843348406,-0.066755535,0.871407975,-0.255762756,-0.26276552,-0.066900504,0.124978223,0.338468902,0.019445131,-0.695873478,0.420166124,-0.049052652,-0.05463778,12.95
24819,-1.575324507,-2.072622288,1.978219051,1.921545504,0.80069482,-0.257384264,-2.128737981,0.328810064,1.059685225,0.666634242,0.356703477,-2.414764652,1.325378533,1.054886151,-0.074178168,-3.097605961,2.216650938,0.719180914,-0.011344028,-0.750648554,-0.488021865,-0.184303809,0.210579987,0.039990695,-1.748889068,-0.432633244,0.505770888,0.223255108,63
52936,-6.744920489,-5.574855943,-0.421084542,1.904354581,-2.588052396,1.029843328,1.077391978,0.34109569,-0.795238941,0.5652592,0.927163453,0.500322193,0.453230189,0.100306707,0.904094733,-0.854175656,0.231342167,1.906490034,-0.344252842,-1.285064541,-0.63617421,-0.069116616,-0.806819583,0.217167973,0.192248327,-0.126655591,0.942019561,-1.26581703,625
66442,1.106093948,-0.035539649,1.26900284,1.287881131,-0.734527656,0.287532961,-0.588033988,0.189766449,0.782508393,-0.267281078,-0.450332627,0.936646344,0.708114759,-0.468984618,0.354386622,-0.246831179,-0.009256552,-0.596217688,-0.575205731,-0.116944503,-0.025514843,0.196788357,0.015114939,0.103681875,0.364844632,-0.382101662,0.093090718,0.036791082,11.5
75321,1.405923153,-1.366471874,0.761682469,-1.14505942,-1.674486496,0.150739478,-1.374115737,0.105109997,-1.275931682,1.336627102,0.304342535,0.229365496,0.519441101,-0.904048634,-2.038283493,-0.851591462,0.76355836,0.246084229,0.691377552,-0.284677168,-0.245398229,-0.062028494,-0.10701686,0.040927517,0.543966446,-0.090471445,0.058694571,0.011102303,32.76
43652,-0.544284204,0.837038794,1.147106145,0.065583322,0.914967412,0.36310883,0.410824136,0.219136362,-0.46874358,-0.651493591,-1.431795808,-1.332239727,-1.074851617,-0.092706599,1.846858537,0.27849343,0.158211499,0.15714478,0.875528193,0.058539235,-0.300007444,-0.969554882,-0.265738791,-1.402824541,0.107996333,0.34900955,0.03588949,0.06737507,0.89
52913,1.445055002,-0.360251391,-0.158594101,-0.713556139,-0.618287669,-0.729809735,-0.579086393,-0.086946002,-0.587534147,0.249039303,-0.834393425,-1.539177672,-0.757102405,-0.958244914,1.055739776,1.82210552,0.714028057,-0.769277361,0.797698538,0.069353014,-0.212343887,-0.779806811,0.022836809,-0.577971072,0.307723361,-0.424859827,0.013018875,0.033903251,15
79715,1.203309127,0.049506707,-0.081341254,1.01502127,0.380251666,0.779733323,-0.130934794,0.265393928,0.272375297,0.07727738,-0.062668951,0.268578597,-1.07464203,0.404112609,-0.593287322,-0.136993628,-0.350282934,0.027685242,0.368716139,-0.210237194,-0.139036462,-0.244802396,-0.206490142,-1.170318885,0.752610143,-0.253682283,0.027695301,-0.00840653,8.28
140322,2.064086084,-0.073802438,-1.491628181,0.142715843,0.237136836,-0.776734422,0.134694701,-0.219961497,0.394374161,0.189657537,0.550277148,0.742688051,-0.09868298,0.68820071,0.092766615,0.126251178,-0.917388237,0.605701882,0.238230977,-0.229330004,0.263734798,0.887200578,-0.069623888,-0.459769141,0.296075091,-0.098057975,-0.02513953,-0.073957125,1.79
86216,-0.91217597,1.297283197,1.217649318,1.201823533,0.078011807,-0.000815154,0.555729629,0.147827269,0.158735847,0.530710752,-0.648177058,-0.052765961,-0.584106501,-0.040199912,0.301303512,-1.237204755,0.635329947,-0.661965842,0.66957406,0.339338475,-0.109180249,0.188667859,-0.134461727,0.081394977,-0.000523238,-0.212306051,0.639117253,0.348573166,14.31
132899,2.050314832,-0.123258754,-1.375529231,0.185620741,0.071795588,-0.843477856,0.051409032,-0.183883651,0.498875784,0.200672861,0.59909746,0.527405244,-0.614349738,0.766831762,0.170463187,0.141115765,-0.849867432,0.658548965,0.159551465,-0.266436714,0.282230076,0.919170173,-0.043617548,-0.315910465,0.244114758,-0.099226259,-0.024650677,-0.07243077,1
125424,0.044338905,0.883256921,0.302556243,-0.585220383,0.42269325,-1.126777475,1.025268348,-0.220154502,-0.077201605,-0.416753149,-0.882176231,0.254675948,0.222845317,0.070158205,-0.427489587,-0.106012836,-0.417552775,-0.777833713,-0.088599857,-0.026252155,-0.257741195,-0.552152807,0.0671396,0.045325453,-0.483380239,0.137034194,0.248743791,0.097938656,2.69
80915,-1.75108959,0.384793994,0.48043754,-3.908337247,-1.010393634,-1.15770538,-0.173608505,0.759995117,-0.643731875,-1.516893261,1.546848275,1.807933597,0.864939513,0.877042837,0.632319225,-2.346017565,0.402104715,1.273997717,-0.299249539,-0.522142163,-0.243159224,-0.388717287,-0.161346245,0.203854344,0.624973477,-0.943297678,-0.010028086,-0.071591604,29.35
127907,-0.233169129,0.648407134,0.332698072,1.359294721,0.696439227,0.241697234,0.395108029,0.130144876,-0.674706149,-0.363416905,1.020840033,0.055400643,-0.580888599,-0.818870704,0.248988417,-0.993081791,1.687481441,1.034970526,2.883296371,0.417785523,0.167742209,0.610853963,-0.192580668,0.684131154,-0.098487451,0.865773542,0.131140086,0.166487628,44.99
26371,-0.281351513,0.770378838,1.648773229,1.634424731,0.691557668,0.370097112,0.687698968,-0.174125672,-0.513658847,0.046206745,-0.605348426,0.47287672,1.012697516,-0.343406209,0.573857159,-1.500043445,0.603703236,-0.627790511,1.571621528,0.298672072,-0.044862009,0.315612012,-0.245326881,-0.221350261,0.008370463,-0.114199171,0.017163212,-0.092495186,13.75
167141,-3.621780143,-0.016674816,1.104429646,-1.138296548,-1.256410341,0.675415541,3.468158205,-2.014672717,2.368211933,1.943521261,-0.233241475,-0.96883811,-0.366104677,-1.974462342,1.354561295,0.049954782,-1.522493214,-0.282446871,0.106735377,-0.919727511,-0.926474544,-0.25535042,-0.578114341,-0.059325941,0.061093875,-0.561290164,-3.185849757,-2.549347282,335.65
131547,-1.455780502,0.884327263,-1.122168329,-0.393359199,4.340079713,-3.746987362,-3.886411761,-2.521229649,-0.444217197,-0.128402661,-1.447969853,0.122711374,-1.680550171,1.930207913,-0.605809785,-0.670793848,0.41451002,-0.82120702,-0.475734915,0.069811144,-0.846942562,0.655825435,-6.491644497,0.317328785,-1.655614393,0.734490442,0.472077858,0.407946971,2
73609,-0.750964993,-2.575778822,-0.483866146,2.816035395,0.005914322,2.464329472,0.881772484,0.318177098,-0.817397721,0.002276318,-0.101778544,0.642246221,1.365379809,0.249844655,1.842416702,-0.030034329,0.151902172,-1.936846934,-2.539538286,1.701372521,0.427596996,-0.746743298,-0.651120224,-1.785889297,-0.330120417,-0.179901231,-0.092228335,0.173967126,931.81
78574,-1.252183078,-0.115039002,1.793129409,-0.749172841,-0.826121913,0.10670723,-0.465139706,0.908436942,0.474786801,-1.181811538,0.626690355,0.509512996,-1.709539843,0.192998002,-1.308115733,0.073825115,0.240092819,-0.302529152,-0.235908186,-0.126441107,0.061837408,-0.050197616,0.207716186,0.252940738,-0.703254007,0.73643771,-0.057417881,0.007903065,63.22
127324,-0.169695391,-0.569476625,0.694265109,-2.511423329,-0.898979064,-0.6101141,-0.425239194,-0.170471306,-1.898245391,1.380794472,0.654909239,-0.177641915,0.643504079,-0.610326442,-1.284868779,-0.353696218,0.088675491,0.475382131,-0.105890545,-0.490518667,0.002025768,0.399149691,0.106740216,0.061028242,-0.535991163,-0.312068001,-0.311046857,0.086853281,17.6
146739,2.129638722,-0.022061802,-1.486579959,0.153654711,0.475993888,-0.508963359,0.204701977,-0.290482277,0.48211774,0.04157612,-1.482090236,0.568613578,1.101074188,0.047340831,0.069854308,0.101614807,-0.661835996,-0.72191589,0.463860495,-0.143610643,-0.343002892,-0.797825439,0.207849497,-1.039770092,-0.144189818,0.263296475,-0.063156909,-0.069444231,0.89
22046,1.320921392,0.151846336,0.012882829,-0.550574655,-0.275832547,-1.32358589,0.252020799,-0.485252428,2.298211614,-1.401112761,0.745653698,-1.177213179,2.597438777,1.525947892,-0.178299193,-1.204441521,0.818219343,-0.161325777,0.615691835,-0.11905336,-0.157410041,0.113928673,-0.194361031,0.407088123,0.974926111,-0.592540254,0.016978708,0.007308438,1
75779,1.132207775,0.3273695,0.936662043,2.328772435,-0.346092834,0.19033761,-0.369463897,0.191603284,-0.60139121,0.857147649,0.704033159,0.138305418,-0.485727487,0.363095444,0.15102504,1.252881924,-1.095779745,0.773289123,-0.80522075,-0.142873878,0.167883013,0.398948661,-0.109131924,-0.012947864,0.427352216,0.101636608,0.003812922,0.016012325,10.59
116292,-0.624186803,0.878514705,0.423487209,0.276958566,1.340591265,-0.801403374,1.414833649,-0.176328733,-1.053691395,-0.431290376,0.628701817,0.748514936,-0.247121589,0.615073105,-1.618140045,-0.629040446,-0.410101357,-0.039381472,-0.014973834,-0.074747746,0.206535158,0.601570186,-0.364643033,0.029412162,0.523773952,-0.512417423,0.08940084,0.118562524,22.5
60069,-0.200719493,0.655321334,1.558687906,-0.059105435,-0.106533055,1.015809694,-0.912691919,-1.289708598,0.508175159,-0.533885101,-1.26538268,0.309245135,0.856473572,-0.30003453,1.064491203,1.163870986,-1.19101474,0.329215501,-1.910671009,-0.480392479,1.754582675,0.18642526,-0.214611481,-0.965589456,0.863503995,-0.271153476,0.257823138,0.233642599,1
143625,0.094507905,-3.432795256,-2.471863194,0.78918494,-0.870144526,-0.126406003,1.311952506,-0.286092147,0.613851027,-0.438975715,0.774574187,0.6802339,-1.056211323,0.9260449,-0.429052199,-0.142840586,-0.276289377,0.006969728,0.256836072,1.749978694,0.413968285,-0.993673734,-0.577729657,0.723974591,-0.516938386,-0.319977365,-0.239544303,0.109590886,1000
170770,0.028818336,0.853183872,0.192227815,-0.783026253,0.664330309,-0.602502538,0.941126951,-0.070840762,-0.363744036,-0.257413757,0.577810959,1.00625554,0.518525827,0.182505852,-1.139578411,0.171197444,-0.806291549,-0.215076832,0.322511041,0.014643136,-0.224403742,-0.473382944,0.009080225,-0.328107632,-0.458975825,0.138860382,0.246816643,0.085007298,2.68
159863,1.90170058,-1.754126046,0.950376741,-0.170369418,-2.405365481,0.242535039,-2.002146424,0.294679583,1.613062859,0.331736268,-1.3238577,0.166462121,0.021882651,-1.694974823,-1.77946073,0.532815442,0.918764834,-1.319034726,0.662588236,0.037784448,0.352840354,1.388703724,0.123994227,0.433440414,-0.326547678,-0.003538484,0.087718093,-0.019795186,67.7
140259,-0.813573884,-0.134091076,0.599718871,-0.513756172,1.257976908,-1.401100957,0.465403639,-0.407454922,0.558743589,-0.131037493,-0.990633102,0.164200622,0.29823589,-0.193627913,0.162589326,-0.459222453,-0.496776664,-0.134312772,0.35981904,0.047789182,0.052103885,0.587266254,-0.194489001,-0.051760822,-0.625702528,-0.042142181,0.206896557,0.075451646,14.9
138637,-0.557774511,1.464565412,-0.397551472,0.369165211,0.862033021,-0.803319555,1.16758559,0.086546591,-0.803162333,-0.601298827,-0.944804892,0.589162195,0.395175926,0.581286911,-1.055262319,-0.739606756,-0.022406746,-0.630163349,-0.445259293,-0.314084988,0.23009524,0.648684677,-0.102532428,1.104775354,-0.245932419,-0.729324514,-0.045023805,0.144933023,12
77327,-1.760875485,0.638072825,1.281905296,0.025188928,0.516885049,-0.444767786,0.194599955,0.600428228,-0.84763962,-0.694479301,0.985062136,0.24477053,-1.25147113,0.989996445,0.022723381,0.289309597,-0.384242896,0.149442653,-0.919774831,-0.343584781,0.201008736,0.23172237,-0.506863546,0.011350475,0.52463205,-0.411324426,-0.13513327,-0.155057381,12.74
69590,0.894487145,-0.11356055,0.392908287,1.374825304,-0.441487281,-0.571231424,0.278752163,-0.097158641,-0.054543785,-0.058062228,0.104154674,0.281018238,-0.320287521,0.498251738,1.170270321,-0.184212387,-0.033232389,-0.832565387,-0.854812418,0.08001082,-0.045734065,-0.424028685,-0.00111987,0.374254553,0.28889077,-0.540979084,0.006116301,0.049946258,144
146523,2.077738193,-0.096010631,-1.627670838,0.485348638,0.049005951,-1.438388408,0.435432112,-0.400488043,0.562835979,0.143195123,-1.084111917,-0.294143227,-1.337325269,0.655157022,-0.314478807,-0.514775567,0.002006071,-0.701571387,0.2015258,-0.306545759,-0.045498369,0.015722081,0.088589937,0.075047785,0.134711491,0.561691852,-0.105550838,-0.07839131,9.99
23445,1.096501036,-0.087779766,0.700705628,0.89149029,-0.209045384,0.687063541,-0.535867882,0.286389063,1.756966076,-0.480299997,2.1762168,-1.599555972,0.642922687,1.658176334,-1.244095025,-0.752427614,1.181164266,-0.603165453,-0.445925583,-0.271292105,-0.140176578,0.086695016,-0.019717295,-0.308584263,0.357501004,0.444307162,-0.018510329,-0.014213042,6.99
161294,-0.280672499,0.619104244,0.111341139,-0.926419032,0.848245591,-1.21756726,1.192437729,-0.358251928,-0.103238199,-0.635922365,-1.09461862,0.486715763,0.714316848,-0.02645912,-0.92183639,0.089904004,-0.7662095,-0.808325633,-0.537580446,-0.274715538,-0.123829523,-0.228802753,0.376848096,-0.10151892,-1.190592376,-0.096742335,0.088084581,0.21933023,8.99
119257,-0.187814366,0.310137075,-0.070172993,-1.684197747,2.394348605,3.928249251,-0.501965232,1.057368281,0.617407596,-0.746773385,0.234199773,-0.465879179,-0.034308387,-1.683534453,1.566360353,1.243801221,-0.240460194,1.04524875,-1.158285345,0.225910799,0.210163029,0.8266654,0.023817027,0.621222523,-1.179858536,0.360985483,0.33667156,0.098746646,10.8
2218,-0.280115625,0.874868165,0.832591018,0.159420903,0.694396527,0.227075775,0.936983249,0.018146432,-0.862452724,-0.304142623,0.209302214,0.48934331,0.646996215,0.288704273,0.029604977,0.477717212,-1.124192617,0.834697241,0.482180681,0.102597322,0.11023356,0.236388502,-0.294668803,-0.835021255,0.414969636,-0.316603306,0.020960336,0.008574429,53.7
154375,1.598970676,-1.968366766,-0.687313738,-0.587061873,-1.627559325,-0.650603714,-0.778241923,-0.134348421,0.232468394,0.654288871,-0.898688202,-0.992232873,-0.509071232,-0.235266476,0.758350077,1.416646992,0.068539147,-0.857051218,0.145209028,0.504245764,0.563649492,0.99044721,-0.110038202,-0.054638981,-0.343398957,-0.086468136,-0.040818243,0.002569508,300
134446,-1.489102289,-0.458028925,1.019390134,-1.042402686,-0.607888098,0.872422058,2.234081438,-0.113006875,-0.127716923,-1.721045555,-1.698755653,0.139184663,1.495857702,-0.41785862,0.414478249,0.731598847,-1.316236038,0.659554537,-0.721428502,0.978409177,0.43552191,0.531630986,0.428500483,-1.072410765,1.087401405,-0.155916384,-0.107316612,0.084302068,464.83
155108,-0.873761253,1.048024218,-0.283470536,-0.70626234,0.72483782,-0.777827496,0.829169883,0.261662645,-0.115764903,-1.983098086,-1.4200948,-0.049014355,0.178778696,-1.301658777,-0.54329485,0.270678987,0.912856026,0.42307611,0.267797366,-0.024207303,-0.146788564,-0.496922358,-0.210739741,-0.765413807,0.210993875,-0.048891231,-0.02857515,0.062409941,48.95
141300,1.986972064,-1.309683613,-0.195104677,-0.859319549,-1.249736154,0.008557929,-1.273232018,0.020698207,0.266470134,0.617263704,-0.829156515,0.032841572,1.480236649,-0.941319696,0.447185685,1.569575698,-0.184017761,-0.986085083,0.385304742,0.261373527,0.306043602,0.772841397,0.184643329,0.621718695,-0.39828001,-0.267794924,0.025989071,-0.011825364,97.44
77255,-0.754071876,0.356294304,2.575573803,1.030994908,-1.779575335,2.185911208,-2.305981249,-2.598775133,-0.177644192,0.607276553,0.627498278,1.792552887,0.653782767,-0.912805436,-1.873874746,-2.623995949,1.29225084,1.074079761,0.215032079,-1.007675848,2.612626469,-1.312449469,0.09491099,0.203333298,1.229022145,0.039182771,0.356996924,0.182710234,20
41884,-0.855517137,1.145664131,0.716266274,0.307796307,-0.65782364,1.072516872,-2.03413173,-5.168943592,-0.302271578,-1.648991918,-1.732735656,0.033824859,-1.31736727,0.86161926,-0.122375292,0.437252559,0.047560267,-0.236494722,0.214713421,1.209098051,-2.923944819,-0.355555268,-0.145762655,-0.481014182,1.183396472,0.344384396,-0.027064961,0.185480136,69.99
79242,1.183994578,-0.44807862,0.768094951,-0.969185305,-0.794956763,0.160657893,-0.752546995,0.266971843,1.563054879,-0.957999299,1.20747151,1.467886128,0.027138971,0.033541787,0.835002662,-0.448181766,-0.243188054,0.32716021,0.610123682,-0.128406223,0.046717489,0.390121876,-0.060567333,-0.281072496,0.444974853,-0.654362116,0.106635843,0.018623271,1
97235,0.973862076,-0.80687578,-3.06337958,2.120865025,0.884583496,-0.553379497,1.289001609,-0.468092323,0.896714707,-1.217880562,2.592557146,-1.415345105,2.306186686,-0.385456341,-1.713987004,0.251642633,2.181651118,1.184182025,-0.672534995,0.894047607,0.140783212,-0.302925658,-0.473329665,0.493877269,0.265763474,-0.639191975,-0.112286662,0.075201241,529
166492,2.103988385,-1.012457145,-1.160191093,-1.164959964,-0.471354171,-0.157818693,-0.740427666,0.052773873,-0.380232725,0.931519497,0.482512688,-0.470221668,-0.817014377,0.220905271,-0.218173278,1.599062777,-0.26603025,-1.035661517,1.251521032,0.04414828,-0.230738785,-0.957425611,0.418551656,0.104218694,-0.547724828,-0.710411773,-0.037332691,-0.046992831,56
57077,1.1064476,-0.000600844,1.279030343,1.283194714,-0.691486814,0.299007277,-0.555313842,0.162367551,0.709484411,-0.281445975,-0.368086833,1.193139774,1.190391701,-0.56496371,0.301472574,-0.26945381,-0.036815974,-0.655387273,-0.578461867,-0.08604477,-0.019969828,0.236285737,0.009326192,0.1168862,0.381162734,-0.383717806,0.09624348,0.037826857,11.5
33995,-0.743990033,0.809811106,1.89275411,-0.512528259,0.212476581,-0.245269269,0.861728099,-0.020905269,-0.213683885,-1.044423634,-1.241303094,0.275300337,0.511231559,-0.408246291,-0.750927464,0.082323934,-0.427661815,-0.541592538,-0.044771545,-0.002139023,-0.25514122,-0.672184402,-0.268115732,-0.111744716,0.449078774,0.251056951,-0.012685993,0.052800663,27.61
67930,-2.377723638,-1.218057858,2.834257158,-1.144731262,-0.790201948,-0.265520322,-0.741408192,0.093701483,0.996803531,0.739982115,-1.298825325,-0.88839594,-0.815108564,-1.897788025,-1.671141652,0.715158814,0.525289038,-1.270096295,0.589025084,-0.302219504,-0.243625527,0.866292689,0.564747492,0.423357179,0.878881797,-0.068890493,0.651266394,-0.2057282,5.4
35352,-1.314585626,1.681740362,1.080033622,1.247878525,0.7747978,-0.335782001,0.911822792,0.360020793,-2.105929348,0.021756507,0.555477859,0.392746471,0.068025777,0.798678348,-1.05957165,0.848762173,-0.886134552,0.210348811,-0.904957973,-0.213263752,0.133823643,0.025940907,-0.430912671,0.011539165,0.759468066,-0.015972521,-0.286364425,-0.028631059,7.99
24093,-0.852958565,0.633549756,2.995230573,0.046065836,-0.167426221,0.3437838,0.014227798,0.058051169,1.110530087,-0.57367431,2.563345233,-2.109920428,1.269236397,1.29522287,0.151086472,0.301400027,0.201553744,0.593063579,-0.54688469,-0.031497769,0.024308587,0.414036398,-0.263518666,0.184206742,-0.105565258,0.305595613,-0.249577983,-0.170845434,14.15
160472,0.04603013,0.944534991,0.318370615,-0.59365889,0.490613826,-1.103343793,1.086915927,-0.267723706,-0.203028368,-0.442151825,-0.74115231,0.693863194,1.049638684,-0.0944471,-0.51827557,-0.144521134,-0.464935012,-0.879021131,-0.094429432,0.02769177,-0.24801613,-0.484285661,0.058584977,0.067869072,-0.455204414,0.134234522,0.253972784,0.099705379,3.57
44865,-3.664537169,-3.852457074,1.55677798,-0.250758147,3.238660481,-0.528762652,-1.291142725,0.278966336,-0.96406386,0.726326673,-0.45483788,-0.414093637,0.2104002,-0.222908315,0.499572979,-0.548963835,-1.283819812,2.39774306,-1.048548859,-0.454852796,-0.294403683,-0.046338765,1.417123162,-1.78633263,1.052893724,-0.197349856,-0.108617437,-0.014105403,35.61
100930,-0.064062699,-1.08123408,0.836940259,-1.881897995,-0.106959078,-0.811670549,0.134667867,-1.181583246,0.015724583,1.717993251,0.239542765,-3.445394916,2.757468368,0.019320652,-1.025329778,-1.138934828,0.952886343,0.104876023,-0.134157645,-0.567131564,-0.334552843,0.590960469,-0.342388934,-0.011236533,-0.904745853,-0.267483092,-0.543450901,-0.617412492,92.5
157751,0.995536449,1.860428705,-4.898638129,2.04548219,1.473103618,-2.24144024,1.223330089,0.129188613,-0.520690411,-1.504898555,1.800057303,-1.62598475,-3.316855108,-3.584102393,-0.217957576,0.99806752,4.256382495,2.884181042,-0.418596477,-0.165914306,0.221099291,0.682204515,0.223213986,-0.493809168,-0.85507847,-0.352004452,0.179849971,0.019226634,59.02
151279,1.891941153,-0.401445174,-0.354745032,0.338698668,-0.592995383,-0.561951502,-0.341888684,-0.120380583,0.809107667,-0.064366227,-0.264306887,1.096841731,1.227236811,-0.26484057,0.411648939,0.283981889,-0.45236802,-0.719691901,-0.185161421,0.003836504,-0.200710764,-0.574823352,0.464836338,1.167279617,-0.65725309,0.164490206,-0.045935989,-0.021447701,58.99
160101,2.107156509,0.208254538,-1.889317075,0.383519615,0.579690689,-1.354894502,0.759803088,-0.568351718,-0.087258641,0.123056554,-0.285831377,1.081217198,1.225343465,0.313422821,-0.477967041,-0.797602689,-0.059075781,-1.037485942,-0.008462808,-0.139644897,0.132469298,0.624828559,0.034289352,1.268287622,0.395975519,0.649940349,-0.108059994,-0.071452816,0.76
